ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0051667;establishment of plastid localization;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;"NA";1
GO:0071483;cellular response to blue light;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;BIC2;1
GO:0098661;inorganic anion transmembrane transport;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;DIC2;1
GO:1900376;regulation of secondary metabolite biosynthetic process;1/260;27/21505;0.28008707815116407;0.4989592485002181;0.40424939114601;ATBCB;1
GO:0040008;regulation of growth;4/260;222/21505;0.2815825988014184;0.5005912867580771;0.4055716443641829;PSI2/SAUR78/LDAP3/AGK2;4
GO:1900140;regulation of seedling development;2/260;87/21505;0.28344800560289407;0.5028728477225882;0.4074201312567266;ATSERK4/GATA21;2
GO:0010228;vegetative to reproductive phase transition of meristem;4/260;224/21505;0.28696626425636157;0.5040906228989444;0.40840675466349663;AtTEM1/COR28/COR27/GATA21;4
GO:1903825;organic acid transmembrane transport;2/260;88/21505;0.2879250904233597;0.5040906228989444;0.40840675466349663;DIC2/LHT7;2
GO:1905039;carboxylic acid transmembrane transport;2/260;88/21505;0.2879250904233597;0.5040906228989444;0.40840675466349663;DIC2/LHT7;2
GO:0010091;trichome branching;1/260;28/21505;0.28880191936918687;0.5040906228989444;0.40840675466349663;GIS;1
GO:0019750;chloroplast localization;1/260;28/21505;0.28880191936918687;0.5040906228989444;0.40840675466349663;"NA";1
GO:0043618;regulation of transcription from RNA polymerase II promoter in response to stress;1/260;28/21505;0.28880191936918687;0.5040906228989444;0.40840675466349663;AT-HSFB1;1
GO:0051644;plastid localization;1/260;28/21505;0.28880191936918687;0.5040906228989444;0.40840675466349663;"NA";1
GO:0051788;response to misfolded protein;1/260;28/21505;0.28880191936918687;0.5040906228989444;0.40840675466349663;ATRMA1;1
GO:0006766;vitamin metabolic process;2/260;89/21505;0.29239908284157945;0.5093403378530739;0.41265999594577746;ATICS1/GGP;2
GO:0006835;dicarboxylic acid transport;1/260;29/21505;0.29741166472300795;0.5129015535342891;0.4155452401319472;DIC2;1
GO:0010227;floral organ abscission;1/260;29/21505;0.29741166472300795;0.5129015535342891;0.4155452401319472;EVR;1
GO:0033047;regulation of mitotic sister chromatid segregation;1/260;29/21505;0.29741166472300795;0.5129015535342891;0.4155452401319472;"NA";1
GO:0043620;regulation of DNA-templated transcription in response to stress;1/260;29/21505;0.29741166472300795;0.5129015535342891;0.4155452401319472;AT-HSFB1;1
GO:0090333;regulation of stomatal closure;1/260;29/21505;0.29741166472300795;0.5129015535342891;0.4155452401319472;ATWRKY70;1
GO:0006839;mitochondrial transport;2/260;91/21505;0.30133549379811775;0.5186332004812226;0.42018893557506465;DIC2/MCU4;2
GO:0009695;jasmonic acid biosynthetic process;1/260;30/21505;0.3059175767723664;0.5254727362451781;0.4257302261245656;AOC3;1
GO:0006820;anion transport;5/260;305/21505;0.30954649787250316;0.5306511392100054;0.4299256914895877;ABCG40/ATCDPK3/DIC2/LHT7/AT4;5
GO:0045488;pectin metabolic process;3/260;162/21505;0.31199516302807134;0.5337897442698092;0.432468542811188;OSU1/GATL10/GATL2;3
GO:0033500;carbohydrate homeostasis;1/260;31/21505;0.314320902967439;0.5341531405951702;0.43276296113034624;GATA21;1
GO:0046189;phenol-containing compound biosynthetic process;1/260;31/21505;0.314320902967439;0.5341531405951702;0.43276296113034624;ATICS1;1
GO:0070417;cellular response to cold;1/260;31/21505;0.314320902967439;0.5341531405951702;0.43276296113034624;ATBCB;1
GO:0071365;cellular response to auxin stimulus;2/260;94/21505;0.31470293333611354;0.5341531405951702;0.43276296113034624;ABCB4/ATBT2;2
GO:0010393;galacturonan metabolic process;3/260;163/21505;0.31529872882353793;0.5341531405951702;0.43276296113034624;OSU1/GATL10/GATL2;3
GO:0006778;porphyrin-containing compound metabolic process;2/260;95/21505;0.31914673065997645;0.5364645433661861;0.4346356254124193;ABAR/GATA21;2
GO:0008643;carbohydrate transport;2/260;95/21505;0.31914673065997645;0.5364645433661861;0.4346356254124193;ATPLT5/ATSTP13;2
GO:0009699;phenylpropanoid biosynthetic process;2/260;95/21505;0.31914673065997645;0.5364645433661861;0.4346356254124193;ATCCR2/ATBCB;2
GO:0060918;auxin transport;2/260;95/21505;0.31914673065997645;0.5364645433661861;0.4346356254124193;AUF1/ABCB4;2
GO:0000741;karyogamy;1/260;32/21505;0.3226228758289674;0.5370831690100729;0.43513682674427206;AtIQM1;1
GO:0010197;polar nucleus fusion;1/260;32/21505;0.3226228758289674;0.5370831690100729;0.43513682674427206;AtIQM1;1
GO:0010928;regulation of auxin mediated signaling pathway;1/260;32/21505;0.3226228758289674;0.5370831690100729;0.43513682674427206;ABCB4;1
GO:1901661;quinone metabolic process;1/260;32/21505;0.3226228758289674;0.5370831690100729;0.43513682674427206;ATICS1;1
GO:1901663;quinone biosynthetic process;1/260;32/21505;0.3226228758289674;0.5370831690100729;0.43513682674427206;ATICS1;1
GO:0033013;tetrapyrrole metabolic process;2/260;96/21505;0.32358368301593565;0.537646734857247;0.4355934194445288;ABAR/GATA21;2
GO:0098660;inorganic ion transmembrane transport;4/260;239/21505;0.3277318586207483;0.5423767592809804;0.4394256151582017;AMT2/ACA13/DIC2/MCU4;4
GO:0009914;hormone transport;2/260;97/21505;0.3280133075520829;0.5423767592809804;0.4394256151582017;AUF1/ABCB4;2
GO:0006515;protein quality control for misfolded or incompletely synthesized proteins;1/260;33/21505;0.3308247131262462;0.5423767592809804;0.4394256151582017;ATRMA1;1
GO:0016128;phytosteroid metabolic process;1/260;33/21505;0.3308247131262462;0.5423767592809804;0.4394256151582017;AtSOT1;1
GO:0016131;brassinosteroid metabolic process;1/260;33/21505;0.3308247131262462;0.5423767592809804;0.4394256151582017;AtSOT1;1
GO:0042181;ketone biosynthetic process;1/260;33/21505;0.3308247131262462;0.5423767592809804;0.4394256151582017;ATICS1;1
GO:0052546;cell wall pectin metabolic process;1/260;33/21505;0.3308247131262462;0.5423767592809804;0.4394256151582017;OSU1;1
GO:0031669;cellular response to nutrient levels;3/260;168/21505;0.33182299736968424;0.5429830866049379;0.4399168525734451;ATWRKY6/AT4/ATL31;3
GO:0006470;protein dephosphorylation;3/260;169/21505;0.3351274158376476;0.5473536621620558;0.4434578281405545;NA/PAPP2C/APD5;3
GO:0033045;regulation of sister chromatid segregation;1/260;34/21505;0.3389276180529964;0.5494061200708985;0.44512069913151503;"NA";1
GO:0034614;cellular response to reactive oxygen species;1/260;34/21505;0.3389276180529964;0.5494061200708985;0.44512069913151503;ATWRKY8;1
GO:0042631;cellular response to water deprivation;1/260;34/21505;0.3389276180529964;0.5494061200708985;0.44512069913151503;AtLEA5;1
GO:0090068;positive regulation of cell cycle process;1/260;34/21505;0.3389276180529964;0.5494061200708985;0.44512069913151503;"NA";1
GO:0007030;Golgi organization;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;p24delta5;1
GO:0009559;embryo sac central cell differentiation;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;AtIQM1;1
GO:0009686;gibberellin biosynthetic process;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;ATGA2OX2;1
GO:0010583;response to cyclopentenone;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;ATSYP111;1
GO:0015718;monocarboxylic acid transport;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;ABCG40;1
GO:0016145;S-glycoside catabolic process;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;BGLU30;1
GO:0019759;glycosinolate catabolic process;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;BGLU30;1
GO:0019762;glucosinolate catabolic process;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;BGLU30;1
GO:0071462;cellular response to water stimulus;1/260;35/21505;0.3469327794011505;0.5530441354291403;0.44806816527823873;AtLEA5;1
GO:0009845;seed germination;3/260;173/21505;0.34833570281566284;0.5542579138724358;0.44905155059109386;LecRK-VI.2/LecRK-VI.3/GATA21;3
GO:0007015;actin filament organization;2/260;102/21505;0.35003548108892857;0.5559387052588866;0.4504133028717831;ATFH4/NA;2
GO:0010087;phloem or xylem histogenesis;2/260;103/21505;0.3544116874787999;0.5584388801037263;0.452438907491445;ACS6/ATERF6;2
GO:0009685;gibberellin metabolic process;1/260;36/21505;0.3548413717325761;0.5584388801037263;0.452438907491445;ATGA2OX2;1
GO:0019252;starch biosynthetic process;1/260;36/21505;0.3548413717325761;0.5584388801037263;0.452438907491445;AtNUDT7;1
GO:0051983;regulation of chromosome segregation;1/260;36/21505;0.3548413717325761;0.5584388801037263;0.452438907491445;"NA";1
GO:2001020;regulation of response to DNA damage stimulus;1/260;36/21505;0.3548413717325761;0.5584388801037263;0.452438907491445;atPARG2;1
GO:0042440;pigment metabolic process;3/260;176/21505;0.35822566264246203;0.5627399500419766;0.4559235706358608;UGT73C6/ABAR/GATA21;3
GO:0000723;telomere maintenance;1/260;37/21505;0.3626545555487539;0.5645649297191413;0.45740214213356356;AtPOT1b;1
GO:0009828;plant-type cell wall loosening;1/260;37/21505;0.3626545555487539;0.5645649297191413;0.45740214213356356;AT-EXP1;1
GO:0030041;actin filament polymerization;1/260;37/21505;0.3626545555487539;0.5645649297191413;0.45740214213356356;ATFH4;1
GO:0032200;telomere organization;1/260;37/21505;0.3626545555487539;0.5645649297191413;0.45740214213356356;AtPOT1b;1
GO:0042133;neurotransmitter metabolic process;1/260;37/21505;0.3626545555487539;0.5645649297191413;0.45740214213356356;ATP8;1
GO:0000281;mitotic cytokinesis;1/260;38/21505;0.37037347745844873;0.5705914327096078;0.46228472557491374;KINESIN-12B;1
GO:0016102;diterpenoid biosynthetic process;1/260;38/21505;0.37037347745844873;0.5705914327096078;0.46228472557491374;ATGA2OX2;1
GO:1900055;regulation of leaf senescence;1/260;38/21505;0.37037347745844873;0.5705914327096078;0.46228472557491374;ATWRKY70;1
GO:0061024;membrane organization;4/260;255/21505;0.3715610666984276;0.5705914327096078;0.46228472557491374;ATSYP111/AT-SYR1/ATSYP122/FLOT1;4
GO:0009787;regulation of abscisic acid-activated signaling pathway;2/260;107/21505;0.37180900071239487;0.5705914327096078;0.46228472557491374;ARCK1/AIP2;2
GO:0015698;inorganic anion transport;2/260;107/21505;0.37180900071239487;0.5705914327096078;0.46228472557491374;DIC2/AT4;2
GO:1901419;regulation of response to alcohol;2/260;107/21505;0.37180900071239487;0.5705914327096078;0.46228472557491374;ARCK1/AIP2;2
GO:1905957;regulation of cellular response to alcohol;2/260;107/21505;0.37180900071239487;0.5705914327096078;0.46228472557491374;ARCK1/AIP2;2
GO:0015711;organic anion transport;3/260;181/21505;0.3746604428649427;0.5719198279775803;0.4633609717410953;ABCG40/DIC2/LHT7;3
GO:0033692;cellular polysaccharide biosynthetic process;3/260;181/21505;0.3746604428649427;0.5719198279775803;0.4633609717410953;ADO3/OSU1/AtNUDT7;3
GO:0042594;response to starvation;3/260;181/21505;0.3746604428649427;0.5719198279775803;0.4633609717410953;ATWRKY6/FEP1/AT4;3
GO:0090150;establishment of protein localization to membrane;2/260;108/21505;0.3761295889347016;0.5731498498052595;0.4643575172033353;AT-SYR1/ATSYP122;2
GO:0031056;regulation of histone modification;1/260;39/21505;0.37799927034337955;0.5749848055927463;0.4658441711978269;atPARG2;1
GO:0030036;actin cytoskeleton organization;2/260;110/21505;0.3847338164908134;0.583363499549817;0.4726324649130462;ATFH4/NA;2
GO:0009911;positive regulation of flower development;1/260;40/21505;0.3855330535219277;0.583363499549817;0.4726324649130462;ADO3;1
GO:2001252;positive regulation of chromosome organization;1/260;40/21505;0.3855330535219277;0.583363499549817;0.4726324649130462;"NA";1
GO:0090696;post-embryonic plant organ development;3/260;185/21505;0.38774969398007353;0.5856918454524187;0.4745188562693207;ATP8/ATWRKY46/ATPLT5;3
GO:0001505;regulation of neurotransmitter levels;1/260;41/21505;0.3929759329109004;0.5915177805488118;0.4792389425742688;ATP8;1
GO:0016101;diterpenoid metabolic process;1/260;41/21505;0.3929759329109004;0.5915177805488118;0.4792389425742688;ATGA2OX2;1
GO:0006006;glucose metabolic process;1/260;42/21505;0.40032900118536785;0.5994527851371886;0.48566776573614817;GGP;1
GO:0007062;sister chromatid cohesion;1/260;42/21505;0.40032900118536785;0.5994527851371886;0.48566776573614817;"NA";1
GO:0060249;anatomical structure homeostasis;1/260;42/21505;0.40032900118536785;0.5994527851371886;0.48566776573614817;AtPOT1b;1
GO:0070838;divalent metal ion transport;2/260;114/21505;0.4017854001432576;0.6005927088646619;0.4865913150523881;ACA13/MCU4;2
GO:0090698;post-embryonic plant morphogenesis;3/260;190/21505;0.40401753942883234;0.6028862764533871;0.48844952953399423;ATP8/anac036/ATPLT5;3
GO:0043086;negative regulation of catalytic activity;2/260;115/21505;0.40601383468984475;0.6048206089172861;0.4900166970394678;NA/AtPOT1b;2
GO:0015748;organophosphate ester transport;1/260;43/21505;0.40759333793660457;0.6050870171430006;0.4902325370371533;AAC2;1
GO:0048544;recognition of pollen;1/260;43/21505;0.40759333793660457;0.6050870171430006;0.4902325370371533;"NA";1
GO:0000041;transition metal ion transport;2/260;116/21505;0.4102279112243892;0.6062633342283308;0.491185571712768;LAC3/FEP1;2
GO:0072511;divalent inorganic cation transport;2/260;116/21505;0.4102279112243892;0.6062633342283308;0.491185571712768;ACA13/MCU4;2
GO:1901657;glycosyl compound metabolic process;3/260;192/21505;0.41049079921709897;0.6062633342283308;0.491185571712768;ATWRKY70/BGLU30/CYP81F2;3
GO:0051049;regulation of transport;2/260;117/21505;0.41442735854093726;0.6094579736250466;0.4937738212239961;ATCDPK3/FEP1;2
GO:0043562;cellular response to nitrogen levels;1/260;44/21505;0.4147700098281567;0.6094579736250466;0.4937738212239961;ATL31;1
GO:0080050;regulation of seed development;1/260;44/21505;0.4147700098281567;0.6094579736250466;0.4937738212239961;GATA21;1
GO:0090697;post-embryonic plant organ morphogenesis;2/260;118/21505;0.4186119140322708;0.6139211151662655;0.4973897923800762;ATP8/ATPLT5;2
GO:0032879;regulation of localization;3/260;195/21505;0.420160034840367;0.6139211151662655;0.4973897923800762;NA/ATCDPK3/FEP1;3
GO:0007088;regulation of mitotic nuclear division;1/260;45/21505;0.4218600707500465;0.6139211151662655;0.4973897923800762;"NA";1
GO:0008037;cell recognition;1/260;45/21505;0.4218600707500465;0.6139211151662655;0.4973897923800762;"NA";1
GO:0090332;stomatal closure;1/260;45/21505;0.4218600707500465;0.6139211151662655;0.4973897923800762;ATWRKY70;1
GO:0030029;actin filament-based process;2/260;119/21505;0.42278132352306474;0.6139211151662655;0.4973897923800762;ATFH4/NA;2
GO:0062197;cellular response to chemical stress;2/260;119/21505;0.42278132352306474;0.6139211151662655;0.4973897923800762;ATWRKY6/ATWRKY8;2
GO:0009606;tropism;2/260;120/21505;0.42693534110579245;0.6189129777104105;0.5014341254598234;ATCAL4/ABCB4;2
GO:0045787;positive regulation of cell cycle;1/260;46/21505;0.4288645619711551;0.6196304039181906;0.5020153735448304;"NA";1
GO:1903338;regulation of cell wall organization or biogenesis;1/260;46/21505;0.4288645619711551;0.6196304039181906;0.5020153735448304;FRB1;1
GO:0009698;phenylpropanoid metabolic process;2/260;122/21505;0.4351962572903164;0.6277288252067336;0.5085765944961961;ATCCR2/ATBCB;2
GO:0007166;cell surface receptor signaling pathway;1/260;48/21505;0.44262093818244375;0.6363136282689374;0.5155318747549262;"NA";1
GO:0009225;nucleotide-sugar metabolic process;1/260;48/21505;0.44262093818244375;0.6363136282689374;0.5155318747549262;atPARG2;1
GO:0044273;sulfur compound catabolic process;1/260;49/21505;0.44937484395084415;0.6428143463137903;0.520798660207932;BGLU30;1
GO:0051084;'de novo' posttranslational protein folding;1/260;49/21505;0.44937484395084415;0.6428143463137903;0.520798660207932;Hsp70b;1
GO:0051085;chaperone cofactor-dependent protein refolding;1/260;49/21505;0.44937484395084415;0.6428143463137903;0.520798660207932;Hsp70b;1
GO:0009250;glucan biosynthetic process;2/260;126/21505;0.45152344734122274;0.6448202619881264;0.5224238233700098;ADO3/AtNUDT7;2
GO:0071669;plant-type cell wall organization or biogenesis;4/260;286/21505;0.4554891196408808;0.6470029551613113;0.5241922090427291;AT-EXP1/OSU1/FRB1/EXT13;4
GO:0044092;negative regulation of molecular function;2/260;127/21505;0.45556349742563573;0.6470029551613113;0.5241922090427291;NA/AtPOT1b;2
GO:0051651;maintenance of location in cell;1/260;50/21505;0.4560472218671743;0.6470029551613113;0.5241922090427291;AT-SYR1;1
GO:0097237;cellular response to toxic substance;1/260;50/21505;0.4560472218671743;0.6470029551613113;0.5241922090427291;ATWRKY8;1
GO:0055082;cellular chemical homeostasis;3/260;208/21505;0.4613972875043316;0.6499514491096466;0.5265810351582787;MCU4/ATGLR1.2/GATA21;3
GO:0006458;'de novo' protein folding;1/260;51/21505;0.4626390523176305;0.6499514491096466;0.5265810351582787;Hsp70b;1
GO:0009788;negative regulation of abscisic acid-activated signaling pathway;1/260;51/21505;0.4626390523176305;0.6499514491096466;0.5265810351582787;AIP2;1
GO:1901420;negative regulation of response to alcohol;1/260;51/21505;0.4626390523176305;0.6499514491096466;0.5265810351582787;AIP2;1
GO:1905958;negative regulation of cellular response to alcohol;1/260;51/21505;0.4626390523176305;0.6499514491096466;0.5265810351582787;AIP2;1
GO:1990542;mitochondrial transmembrane transport;1/260;51/21505;0.4626390523176305;0.6499514491096466;0.5265810351582787;MCU4;1
GO:0072657;protein localization to membrane;2/260;130/21505;0.4675804585990332;0.653785042915853;0.5296869560660846;AT-SYR1/ATSYP122;2
GO:0065009;regulation of molecular function;5/260;372/21505;0.46881538894714603;0.653785042915853;0.5296869560660846;NA/NA/ATCDPK3/ATBT2/AtPOT1b;5
GO:0009875;pollen-pistil interaction;1/260;52/21505;0.4691513039442464;0.653785042915853;0.5296869560660846;"NA";1
GO:0061640;cytoskeleton-dependent cytokinesis;1/260;52/21505;0.4691513039442464;0.653785042915853;0.5296869560660846;KINESIN-12B;1
GO:1901658;glycosyl compound catabolic process;1/260;52/21505;0.4691513039442464;0.653785042915853;0.5296869560660846;BGLU30;1
GO:0006986;response to unfolded protein;1/260;53/21505;0.4755849337850374;0.6595592019105494;0.5343650941404915;Hsp70b;1
GO:0009694;jasmonic acid metabolic process;1/260;53/21505;0.4755849337850374;0.6595592019105494;0.5343650941404915;AOC3;1
GO:0034620;cellular response to unfolded protein;1/260;53/21505;0.4755849337850374;0.6595592019105494;0.5343650941404915;Hsp70b;1
GO:0000070;mitotic sister chromatid segregation;1/260;54/21505;0.48194088741247987;0.6646188258247304;0.5384643264783696;"NA";1
GO:0006914;autophagy;1/260;54/21505;0.48194088741247987;0.6646188258247304;0.5384643264783696;ATWRKY33;1
GO:0061919;process utilizing autophagic mechanism;1/260;54/21505;0.48194088741247987;0.6646188258247304;0.5384643264783696;ATWRKY33;1
GO:0048646;anatomical structure formation involved in morphogenesis;3/260;215/21505;0.4830794243263087;0.6646188258247304;0.5384643264783696;AT-EXP1/ATPLT5/ATEDS1;3
GO:0098662;inorganic cation transmembrane transport;3/260;215/21505;0.4830794243263087;0.6646188258247304;0.5384643264783696;AMT2/ACA13/MCU4;3
GO:0034637;cellular carbohydrate biosynthetic process;3/260;216/21505;0.48614344652982133;0.6677709662985145;0.5410181439918521;ADO3/OSU1/AtNUDT7;3
GO:0010311;lateral root formation;1/260;55/21505;0.4882200990703398;0.6684978852563765;0.5416070829623422;ATPLT5;1
GO:0051606;detection of stimulus;1/260;55/21505;0.4882200990703398;0.6684978852563765;0.5416070829623422;AtRLP23;1
GO:0016192;vesicle-mediated transport;6/260;465/21505;0.4936352430283476;0.6727273967289346;0.5450337704979794;ATSYP111/p24delta5/ATVAMP723/AT-SYR1/ATSYP122/FLOT1;6
GO:0042364;water-soluble vitamin biosynthetic process;1/260;56/21505;0.49442349180888134;0.6727273967289346;0.5450337704979794;GGP;1
GO:0046364;monosaccharide biosynthetic process;1/260;56/21505;0.49442349180888134;0.6727273967289346;0.5450337704979794;GGP;1
GO:0055046;microgametogenesis;1/260;56/21505;0.49442349180888134;0.6727273967289346;0.5450337704979794;KINESIN-12B;1
GO:0043455;regulation of secondary metabolic process;1/260;57/21505;0.5005519776184615;0.6789276431120106;0.5500571182620456;ATBCB;1
GO:0051258;protein polymerization;1/260;57/21505;0.5005519776184615;0.6789276431120106;0.5500571182620456;ATFH4;1
GO:0098655;cation transmembrane transport;3/260;222/21505;0.504341196895578;0.6829949751062373;0.5533524103869979;AMT2/ACA13/MCU4;3
GO:0008154;actin polymerization or depolymerization;1/260;58/21505;0.5066064575615424;0.6839187177080823;0.5541008129579371;ATFH4;1
GO:0030244;cellulose biosynthetic process;1/260;58/21505;0.5066064575615424;0.6839187177080823;0.5541008129579371;ADO3;1
GO:0042180;cellular ketone metabolic process;2/260;141/21505;0.5102584104806117;0.6877742069504658;0.557224473223757;CAD1/ATICS1;2
GO:0006997;nucleus organization;1/260;59/21505;0.5125878219031287;0.6887649737547483;0.55802717781056;AtIQM1;1
GO:2000243;positive regulation of reproductive process;1/260;59/21505;0.5125878219031287;0.6887649737547483;0.55802717781056;ADO3;1
GO:0006875;cellular metal ion homeostasis;2/260;142/21505;0.514026418897096;0.6896255060979674;0.5587243683664087;MCU4/ATGLR1.2;2
GO:0045454;cell redox homeostasis;2/260;143/21505;0.5177753219695337;0.692397782082015;0.5609704252979288;NA/ACHT5;2
GO:0051338;regulation of transferase activity;2/260;143/21505;0.5177753219695337;0.692397782082015;0.5609704252979288;ATBT2/AtPOT1b;2
GO:0051783;regulation of nuclear division;1/260;60/21505;0.518496950239657;0.692397782082015;0.5609704252979288;"NA";1
GO:0010876;lipid localization;2/260;144/21505;0.5215050294575652;0.6948239123392157;0.5629360400896424;ABCG40/LDAP3;2
GO:0055065;metal ion homeostasis;3/260;228/21505;0.5222038576293302;0.6948239123392157;0.5629360400896424;LAC3/MCU4/ATGLR1.2;3
GO:0007018;microtubule-based movement;1/260;61/21505;0.5243347116263526;0.6948239123392157;0.5629360400896424;KINESIN-12B;1
GO:0009749;response to glucose;1/260;61/21505;0.5243347116263526;0.6948239123392157;0.5629360400896424;GATA21;1
GO:0036503;ERAD pathway;1/260;61/21505;0.5243347116263526;0.6948239123392157;0.5629360400896424;ATRMA1;1
GO:0009267;cellular response to starvation;2/260;146/21505;0.5289065213512397;0.6978020099682102;0.5653488506686888;ATWRKY6/AT4;2
GO:0003333;amino acid transmembrane transport;1/260;62/21505;0.5301019647030711;0.6978020099682102;0.5653488506686888;LHT7;1
GO:0009827;plant-type cell wall modification;1/260;62/21505;0.5301019647030711;0.6978020099682102;0.5653488506686888;AT-EXP1;1
GO:0032350;regulation of hormone metabolic process;1/260;62/21505;0.5301019647030711;0.6978020099682102;0.5653488506686888;CAD1;1
GO:0090567;reproductive shoot system development;6/260;483/21505;0.5306202784133265;0.6978020099682102;0.5653488506686888;ADO3/anac036/EVR/ATWRKY70/GATA21/HIPP3;6
GO:0030243;cellulose metabolic process;1/260;63/21505;0.5357995578186427;0.7035422765278226;0.5699995295943009;ADO3;1
GO:0010090;trichome morphogenesis;1/260;65/21505;0.5469891068422816;0.7160584671389869;0.5801399618024199;GIS;1
GO:0010374;stomatal complex development;1/260;65/21505;0.5469891068422816;0.7160584671389869;0.5801399618024199;ATBCA1;1
GO:1901615;organic hydroxy compound metabolic process;4/260;323/21505;0.5502417243965555;0.7178121212856631;0.5815607464119955;CAD1/ATICS1/AtSOT1/UGT73C6;4
GO:0044093;positive regulation of molecular function;2/260;152/21505;0.5506424042281857;0.7178121212856631;0.5815607464119955;NA/ATBT2;2
GO:0009746;response to hexose;1/260;66/21505;0.5524827090913957;0.7178121212856631;0.5815607464119955;GATA21;1
GO:0048767;root hair elongation;1/260;66/21505;0.5524827090913957;0.7178121212856631;0.5815607464119955;ABCB4;1
GO:0061077;chaperone-mediated protein folding;1/260;66/21505;0.5524827090913957;0.7178121212856631;0.5815607464119955;Hsp70b;1
GO:0009108;coenzyme biosynthetic process;2/260;154/21505;0.5577298990097832;0.721608071669399;0.5846361691765964;ATICS1/GGP;2
GO:0000911;cytokinesis by cell plate formation;1/260;67/21505;0.557909944299952;0.721608071669399;0.5846361691765964;KINESIN-12B;1
GO:1902275;regulation of chromatin organization;1/260;67/21505;0.557909944299952;0.721608071669399;0.5846361691765964;atPARG2;1
GO:0048232;male gamete generation;1/260;68/21505;0.5632716111756872;0.72745391936591;0.5893723883751587;KINESIN-12B;1
GO:0016311;dephosphorylation;3/260;244/21505;0.5680606740888555;0.7299304353747537;0.5913788249563976;NA/PAPP2C/APD5;3
GO:0006767;water-soluble vitamin metabolic process;1/260;69/21505;0.5685684988509365;0.7299304353747537;0.5913788249563976;GGP;1
GO:0006897;endocytosis;1/260;69/21505;0.5685684988509365;0.7299304353747537;0.5913788249563976;FLOT1;1
GO:0019318;hexose metabolic process;1/260;69/21505;0.5685684988509365;0.7299304353747537;0.5913788249563976;GGP;1
GO:0005982;starch metabolic process;1/260;70/21505;0.573801386996988;0.7322960094023598;0.5932953779880231;AtNUDT7;1
GO:0006972;hyperosmotic response;1/260;70/21505;0.573801386996988;0.7322960094023598;0.5932953779880231;AT-HSP17.6A;1
GO:0022412;cellular process involved in reproduction in multicellular organism;1/260;70/21505;0.573801386996988;0.7322960094023598;0.5932953779880231;KINESIN-12B;1
GO:0034284;response to monosaccharide;1/260;70/21505;0.573801386996988;0.7322960094023598;0.5932953779880231;GATA21;1
GO:0033043;regulation of organelle organization;3/260;247/21505;0.5763546927284166;0.7344696969282476;0.5950564674187192;NA/atPARG2/AtPOT1b;3
GO:0051274;beta-glucan biosynthetic process;1/260;71/21505;0.578971045937076;0.7357941707677262;0.5961295365016301;ADO3;1
GO:0072330;monocarboxylic acid biosynthetic process;3/260;248/21505;0.5790972640301549;0.7357941707677262;0.5961295365016301;ATICS1/PLA/AOC3;3
GO:0005976;polysaccharide metabolic process;5/260;422/21505;0.5802507868010663;0.7361772096859345;0.5964398689585116;ADO3/OSU1/GATL10/GATL2/AtNUDT7;5
GO:0097435;supramolecular fiber organization;2/260;161/21505;0.5819080916246812;0.7371973477473966;0.5972663697027519;ATFH4/NA;2
GO:0009813;flavonoid biosynthetic process;1/260;73/21505;0.5891237114206036;0.7441562670576045;0.6029043830327816;UGT73C6;1
GO:0051347;positive regulation of transferase activity;1/260;73/21505;0.5891237114206036;0.7441562670576045;0.6029043830327816;ATBT2;1
GO:0006865;amino acid transport;1/260;74/21505;0.5941082128684688;0.7460893836022632;0.6044705654185002;LHT7;1
GO:0009744;response to sucrose;1/260;74/21505;0.5941082128684688;0.7460893836022632;0.6044705654185002;BGLU30;1
GO:0034599;cellular response to oxidative stress;1/260;74/21505;0.5941082128684688;0.7460893836022632;0.6044705654185002;ATWRKY8;1
GO:1903827;regulation of cellular protein localization;1/260;74/21505;0.5941082128684688;0.7460893836022632;0.6044705654185002;"NA";1
GO:0010431;seed maturation;1/260;75/21505;0.599032475135941;0.751181507282225;0.6085961285851361;AATP1;1
GO:0009561;megagametogenesis;1/260;76/21505;0.6038972234544037;0.753998845469082;0.6108786942457842;AtIQM1;1
GO:0051273;beta-glucan metabolic process;1/260;76/21505;0.6038972234544037;0.753998845469082;0.6108786942457842;ADO3;1
GO:2000024;regulation of leaf development;1/260;76/21505;0.6038972234544037;0.753998845469082;0.6108786942457842;ATWRKY70;1
GO:0030003;cellular cation homeostasis;2/260;169/21505;0.6083367746495072;0.7556315267885859;0.6122014684629747;MCU4/ATGLR1.2;2
