"Group.1","transcript","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source"
"AT3G27690","AT3G27690.2,AT3G27690.1","3671.78880605454,3628.56850664029","0.690870254320497,0.700107679689725","0.197018991498829,0.199354159661886","6.78193215600827e-05,6.42634215676494e-05","0.00165526283596924,0.00158088017056417","AT3G27690","LHCB2.4",",Q9XF87","822391","Chlorophyll a-b binding protein, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMB4]","LHCB2.4","TAIR Gene Name"
"AT3G27700","AT3G27700.1","2562.9928930035","0.579771214164368","0.183439196374177","0.000298227756761251","0.00571541944757852","AT3G27700","","Q9LVX1","822392","Uncharacterized protein At3g27700 (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0SVD1]","",""
"AT3G27865","AT3G27865.1","27.6461495740822","0.88871558230155","0.510834323903348","0.00465603260311471","0.0472130814170519","AT3G27865","NA","NA","NA","NA","NA","NA"
"AT3G27960","AT3G27960.2,AT3G27960.1,AT3G27960.3","138.369285635013","0.500145481227706","0.194373283736693","0.00237197899735278","0.0286125510568332","AT3G27960","",",Q9LII8","822420","Protein KINESIN LIGHT CHAIN-RELATED 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LII8]","KLCR2","UniProtKB Gene Name"
"AT3G28040","AT3G28040.1","565.871128403203","0.722142561835489","0.141785254750612","5.31172620798773e-08","3.07148980807705e-06","AT3G28040","","Q9LRT1","822428","Probably inactive leucine-rich repeat receptor-like protein kinase At3g28040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRT1]","",""
"AT3G28050","AT3G28050.1","364.63004854113","0.3795808434629","0.147112461991201","0.00378083017672179","0.0404285136431288","AT3G28050","","Q94JU2","822429","WAT1-related protein [Source:UniProtKB/TrEMBL;Acc:A0A178VL75]","",""
"AT3G28130","AT3G28130.6,AT3G28130.4,AT3G28130.5,AT3G28130.1,AT3G28130.3,AT3G28130.2","38.2308944424294,38.7085799780447,37.8771380977011","1.16724461512035,1.08569878709409,1.23261276368371","0.54113601197191,0.540883447146212,0.539722692111059","0.00148470103161518,0.00221333153066553,0.00105122698473718","0.0201643332247624,0.0271765853204453,0.0155472983809278","AT3G28130","",",Q56X95","822437","WAT1-related protein At3g28130 [Source:UniProtKB/Swiss-Prot;Acc:Q56X95]","",""
"AT3G28270","AT3G28270.2,AT3G28270.1","210.560510993518,212.19277227878","0.710579329034552,0.715653661673913","0.262201941638287,0.260626936142169","0.000837099323160079,0.000746596349936592","0.013144240436003,0.0119735905226295","AT3G28270","","Q9LHD9","822453","UPF0496 protein At3g28270 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHD9]","",""
"AT3G28580","AT3G28580.1,AT3G28580.2","52.8738478248248,52.4160706235949","-1.47939037698788,-1.56172422872294","0.59560756713693,0.581895571246963","0.000530430510969097,0.00029884268222107","0.00912164506659416,0.00572468458832813","AT3G28580","",",Q9LJJ7","822488","AAA-ATPase At3g28580 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJJ7]","",""
"AT3G28910","AT3G28910.1,AT3G28910.2","198.963123426224","-0.544494136812701","0.241537101857578","0.0045375185621417","0.0463241812972506","AT3G28910","ATMYB30",",Q9SCU7","822525","Transcription factor MYB30 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCU7]","MYB30","UniProtKB Gene Name"
"AT3G29170","AT3G29170.1,AT3G29170.2","99.2306301319553,98.2970161226286","-0.674528937618145,-0.663076546555736","0.30312928209228,0.307209464131839","0.00318941145350348,0.00384567585082523","0.0357252360688322,0.0409309259097121","AT3G29170","","","822567","At3g29170 [Source:UniProtKB/TrEMBL;Acc:Q9LVP2]","",""
"AT3G29180","AT3G29180.1,AT3G29180.2,AT3G29180.3","133.754875789701,133.660291017323","-0.567001847014045,-0.565326694822197","0.2588739702747,0.258723584210851","0.00488634246946291,0.00497406588316925","0.0489218495758459,0.0496175891603564","AT3G29180","","","822569","AT3G29180 protein [Source:UniProtKB/TrEMBL;Acc:Q9LI95]","",""
"AT3G29320","AT3G29320.1","942.79506993434","0.499040060323329","0.197629294125141","0.00275031434708144","0.0319004228291476","AT3G29320","","Q9LIB2","822590","Alpha-glucan phosphorylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIB2]","PHS1","UniProtKB Gene Name"
"AT3G29375","AT3G29375.1,AT3G29375.3,AT3G29375.2","18.837725613501,32.1901612008002,19.5342629262254","1.27615564209015,1.09777718794009,1.40099487478168","0.661980294731266,0.47621495018018,0.581219435007341","0.00213714538119561,0.00115097235632947,0.000701380024805285","0.0265378565841771,0.0165671531700158,0.0113741113743284","AT3G29375","","","822597","XH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LIA7]","",""
"AT3G32980","AT3G32980.1","1774.84717161647","0.750905417494392","0.158104672113209","2.84005691242896e-07","1.3863425793832e-05","AT3G32980","","Q9LHB9","823067","Peroxidase 32 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHB9]","PER32","UniProtKB Gene Name"
"AT3G42950","AT3G42950.1","121.068396257356","0.539303957600886","0.202614695672023","0.00164468722486713","0.0218866048732166","AT3G42950","","","823351","AT3g42950/F18P9_110 [Source:UniProtKB/TrEMBL;Acc:Q9M1L0]","",""
"AT3G43670","AT3G43670.1","121.649410242076","0.647450977955495","0.229714139574316","0.000739161507661409","0.011871844473107","AT3G43670","","","823469","Amine oxidase [Source:UniProtKB/TrEMBL;Acc:Q9M2B9]","",""
"AT3G44260","AT3G44260.1","39.0633963038698","-1.27618037663164","0.547002932830704","0.000955125803115756","0.0144979671842927","AT3G44260","","Q9LXM2","823551","Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]","CAF1-9","UniProtKB Gene Name"
"AT3G44300","AT3G44300.1","323.659374000443","-1.51724636325016","0.270887789966831","1.36510805529999e-09","1.1048240695887e-07","AT3G44300","NIT2","P32962","823555","NIT2 [Source:UniProtKB/TrEMBL;Acc:A0A384LD03]","NIT2","UniProtKB Gene Name"
"AT3G44510","AT3G44510.3,AT3G44510.5,AT3G44510.4,AT3G44510.2,AT3G44510.1","8.24735332609103,7.96686103455654","2.85055876192506,2.77835166087226","1.1002704469941,1.11054099896588","0.000415454363208906,0.000520935886695818","0.00749366772280124,0.00901125198172615","AT3G44510","","","823576","Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J341]","",""
"AT3G44850","AT3G44850.1","201.587689236252","0.653026433785482","0.26326289816384","0.00182297331375498","0.0236308139409107","AT3G44850","","","823619","Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9FYC5]","",""
"AT3G45650","AT3G45650.1,AT3G45650.2","51.4694922685917","0.628539889393174","0.283316299946941","0.00371498278563703","0.0399007845220048","AT3G45650","NAXT1","Q9M1E2,","823707","Nitrate excretion transporter1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSG9]","NAXT1","TAIR Gene Name"
"AT3G45780","AT3G45780.1,AT3G45780.2,AT3G45780.1,AT3G45780.2","7.41327388993476,412.161428472205","1.57246238303555,0.551432644117865","1.12789336651858,0.182997386258725","0.00394721571379874,0.000546217871296567","0.0417159384976274,0.0093488280471679","AT3G45780","PHOT1","O48963","823721","RPT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VFT4]","PHOT1","UniProtKB Gene Name"
"AT3G45930","AT3G45930.1","625.593680067411","0.530722561868645","0.159302041805869","0.000202600569103193","0.00415331166661546","AT3G45930","","P59259","836090,823736,836119,837279,823777,817423,837297,824540","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q6NR90]","",""
"AT3G45960","AT3G45960.2,AT3G45960.1","14.2957421817259","-1.47478914316187","0.616665051631662","0.00077536369996391","0.0123440169008514","AT3G45960","ATEXLA3","Q9LZT5,","823739","Expansin-like A3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZT5]","EXLA3","UniProtKB Gene Name"
"AT3G45970","AT3G45970.2,AT3G45970.1","1193.28965692692,1272.64143956316","-0.595860363198348,-0.602383879262714","0.249592429828717,0.238516918744631","0.00273623632118186,0.00187992824944922","0.0317625171679287,0.0241890767841365","AT3G45970","ATEXLA1",",Q9LZT4","823740","Expansin-like A1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZT4]","EXLA1","UniProtKB Gene Name"
"AT3G46080","AT3G46080.1","245.313123453178","-1.70798190185823","0.528420372426929","5.5991549263276e-05","0.00140436868549629","AT3G46080","","Q9LX85","823751","Zinc finger protein ZAT8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LX85]","ZAT8","UniProtKB Gene Name"
"AT3G46230","AT3G46230.1","94.2552500007416","-0.731840106136248","0.329443240378325","0.00271740146084432","0.031628199521006","AT3G46230","ATHSP17.4","P19036","823768","17.4 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:P19036]","HSP17.4A","UniProtKB Gene Name"
"AT3G46600","AT3G46600.2,AT3G46600.1,AT3G46600.3","466.160795737789,608.109359224476","-0.752708374696412,-0.740288352487276","0.181913268142097,0.144076193355459","4.688976573448e-06,3.97626150854204e-08","0.000166260112346151,2.35567163261388e-06","AT3G46600","",",Q9SNB8","823813","Scarecrow-like protein 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNB8]","SCL30","UniProtKB Gene Name"
"AT3G46610","AT3G46610.1","496.626796788981","-0.387347286467664","0.140074556815035","0.00217049386025538","0.026841137081295","AT3G46610","","Q9SNB7","823814","Pentatricopeptide repeat-containing protein At3g46610 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNB7]","",""
"AT3G46940","AT3G46940.1","291.443553794764","0.457792060669255","0.185114654191018","0.00375452253527767","0.0401971405475898","AT3G46940","DUT1","Q9STG6,","823847","dUTP-PYROPHOSPHATASE-LIKE 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LM85]","DUT1","TAIR Gene Name"
"AT3G47200","AT3G47200.1","11.4884192309686","1.53523545933094","0.669849971076311","0.000979193371014265","0.0147427516461629","AT3G47200","","Q9SD53","823873","UPF0481 protein At3g47200 [Source:UniProtKB/Swiss-Prot;Acc:Q9SD53]","",""
"AT3G47360","AT3G47360.1","41.2982103229928","0.764045020691852","0.38846749418298","0.00437786384786054","0.044974403236489","AT3G47360","ATHSD3","Q9STY7","823890","11-beta-hydroxysteroid dehydrogenase-like 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9STY7]","HSD3","UniProtKB Gene Name"
"AT3G47430","AT3G47430.1","318.375067875651","0.846587511942428","0.230584292882256","2.58249817078735e-05","0.000735429269800019","AT3G47430","PEX11B","Q9STY0","823897","Peroxisomal membrane protein 11B [Source:UniProtKB/Swiss-Prot;Acc:Q9STY0]","PEX11B","UniProtKB Gene Name"
"AT3G47610","AT3G47610.1","270.29204730667","-0.488611104476474","0.192335530533534","0.00270524326052165","0.0315119588147763","AT3G47610","","","823915","Transcription regulator/ zinc ion binding protein [Source:UniProtKB/TrEMBL;Acc:Q9SN77]","",""
"AT3G48190","AT3G48190.1,AT3G48190.3,AT3G48190.2","62.464287863135","0.914488922717419","0.362783222382557","0.000924403456748154","0.0142127031475029","AT3G48190","ATM","Q9M3G7,","823975","Serine/Threonine-kinase ATM-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ79]","ATM","TAIR Gene Name"
"AT3G48350","AT3G48350.1","108.245454085201","0.493134210838187","0.212746449702187","0.00473526072851264","0.0477938624573244","AT3G48350","",",Q9STL5","823993","KDEL-tailed cysteine endopeptidase CEP3 [Source:UniProtKB/Swiss-Prot;Acc:Q9STL5]","CEP3","UniProtKB Gene Name"
"AT3G48570","AT3G48570.1","235.377768239361","-0.514512257745937","0.200567939300731","0.00232912544259271","0.028249242345786","AT3G48570","","Q9SMP2","824017","At3g48570 [Source:UniProtKB/TrEMBL;Acc:Q2HIR4]","SEC61G3","UniProtKB Gene Name"
"AT3G49142","AT3G49142.1","20.24679984284","1.4053673743057","0.606253338902423","0.000917934961260281","0.0141340371900641","AT3G49142","","P0C899","10723034","Putative pentatricopeptide repeat-containing protein At3g49142 [Source:UniProtKB/Swiss-Prot;Acc:P0C899]","PCMP-H77","UniProtKB Gene Name"
"AT3G49360","AT3G49360.1","229.910201170906","0.452593768970987","0.185496268443756","0.00415118148935737","0.0432625046456675","AT3G49360","PGL2","Q8LG70","824098","Probable 6-phosphogluconolactonase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8LG70]","PGL2","TAIR Gene Name"
"AT3G49530","AT3G49530.2,AT3G49530.1,AT3G49530.2,AT3G49530.1","393.122398688474,16.1965630855168","-0.440381839332139,-1.38668040023496","0.177870930343488,0.586394210249225","0.00391033005923607,0.000814974179199469","0.0414468333591181,0.0128541862891907","AT3G49530","ANAC062","Q9SCK6,","824115","NAC domain-containing protein 62 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCK6]","NAC062","UniProtKB Gene Name"
"AT3G49560","AT3G49560.1","386.272753796907","-0.410807882221701","0.158618180471712","0.00325332216939125","0.0362106732872275","AT3G49560","","Q9SCK3","824118","Chloroplastic import inner membrane translocase subunit HP30-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCK3]","HP30-1","UniProtKB Gene Name"
"AT3G49580","AT3G49580.3,AT3G49580.1,AT3G49580.2","15.4571614095361,26.980048698687","-2.73796288096514,-3.44860941098691","0.994730512622957,0.623882777865758","0.000230189446068121,2.11798888631247e-09","0.00461247531555367,1.63803680440173e-07","AT3G49580","LSU1","Q9SCK1,","824120","LSU1 [Source:UniProtKB/TrEMBL;Acc:A0A178VF66]","LSU1","UniProtKB Gene Name"
"AT3G49720","AT3G49720.2,AT3G49720.1","845.9928549401","-0.428353178409131","0.139199441828698","0.000690151066179858","0.0112338533546181","AT3G49720","","Q9M2Y6","824134","Probable pectin methylesterase CGR2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Y6]","CGR2","UniProtKB Gene Name"
"AT3G49780","AT3G49780.1","585.34683589524","-0.427096154981261","0.161430560423716","0.00261381964845746","0.0306768019226778","AT3G49780","ATPSK4","Q9M2Y0","824140","Phytosulfokines 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Y0]","PSK3","UniProtKB Gene Name"
"AT3G49790","AT3G49790.1","407.198615593072","-0.457245144432235","0.184842557316607","0.00365975968821675","0.0394629526509408","AT3G49790","","","824141","At3g49790 [Source:UniProtKB/TrEMBL;Acc:Q9M2X9]","",""
"AT3G49930","AT3G49930.1","24.1799222533198","1.39739588451531","0.574658941634022","0.000704554088897667","0.0114213306547961","AT3G49930","","","824155","At3g49930 [Source:UniProtKB/TrEMBL;Acc:Q9SN24]","",""
"AT3G50270","AT3G50270.1","210.569306974149","0.601934712865011","0.267709606087988","0.00379080100025004","0.0405152324872084","AT3G50270","","","824189","Anthranilate N-hydroxycinnamoyl/benzoyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SNE0]","",""
"AT3G50480","AT3G50480.2,AT3G50480.1","521.084390646153,576.066613895579","-0.863809150992531,-0.893832707573079","0.267120997630193,0.258104230936481","0.000118008364112201,5.01353032648792e-05","0.00264045230738616,0.00127959635097267","AT3G50480","HR4","Q9C5Z7,Q9SCS6","824212","RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6]","HR4","UniProtKB Gene Name"
"AT3G50685","AT3G50685.1","2646.87668665836","0.742386442946446","0.171526352753379","2.05594053130601e-06","8.01430283027093e-05","AT3G50685","","","824232","AT3g50680/T3A5_60 [Source:UniProtKB/TrEMBL;Acc:Q941E5]","",""
"AT3G50930","AT3G50930.1","155.2472229322","-1.12217127920455","0.3523979344915","9.77988155845462e-05","0.00226065077097877","AT3G50930","BCS1","Q8VZG2","824257","Protein HYPER-SENSITIVITY-RELATED 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZG2]","HSR4","UniProtKB Gene Name"
"AT3G50970","AT3G50970.1","1764.38705451685","-0.620869516817601","0.227482089665519","0.00100435317055542","0.0150415409765764","AT3G50970","LTI30","P42758","824261","Dehydrin Xero 2 [Source:UniProtKB/Swiss-Prot;Acc:P42758]","XERO2","UniProtKB Gene Name"
"AT3G51238","AT3G51238.1","399.698930051415","0.742769116630186","0.241037872534586","0.000253942789728873","0.00500250294324482","AT3G51238","NA","NA","NA","NA","NA","NA"
"AT3G51240","AT3G51240.1,AT3G51240.2","401.245903347324","0.74130718459254","0.240800799526208","0.000257205948444762","0.005049261229568","AT3G51240","F3H",",Q9S818","824287","Naringenin,2-oxoglutarate 3-dioxygenase [Source:UniProtKB/Swiss-Prot;Acc:Q9S818]","F3H","UniProtKB Gene Name"
"AT3G51580","AT3G51580.2,AT3G51580.1","101.169349865801,101.087556091489","-0.685928198726782,-0.689529468187359","0.250618798012663,0.250551982645253","0.000825468836194924,0.000782915527580597","0.0129915461214632,0.0124324244718871","AT3G51580","","","824321","Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:F4J4F8]","",""
"AT3G51642","AT3G51642.1","11.0360866776605","2.41244984208145","1.18378745849196","0.00128490806234492","0.0180301214471873","AT3G51642","","","28719396","unknown protein; Ha. [Source:TAIR;Acc:AT3G51642]","",""
"AT3G51890","AT3G51890.1","244.369588968648","-0.513033901448974","0.21338931944143","0.00356037813929588","0.0386722014067021","AT3G51890","","F4J5M9","824352","Clathrin light chain 3 [Source:UniProtKB/Swiss-Prot;Acc:F4J5M9]","",""
"AT3G51950","AT3G51950.2,AT3G51950.3,AT3G51950.1,AT3G51950.4,AT3G51950.3,AT3G51950.1,AT3G51950.2,AT3G51950.4","235.985700626421,110.175675771937,154.409457804575","0.6565659941636,0.868056805453185,0.73790066830926","0.189382220133166,0.233959273959709,0.216875993605235","8.57617123856903e-05,2.08351298401525e-05,8.65897109774197e-05","0.0020163263934653,0.000609270129952936,0.00203250091395084","AT3G51950","","Q9SV09","824358","Zinc finger CCCH domain-containing protein 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV09]","",""
"AT3G52060","AT3G52060.1","1099.88979657918","-0.360650592914082","0.128352557528724","0.00213865552234343","0.0265378565841771","AT3G52060","","","824369","GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4]","",""
"AT3G52370","AT3G52370.2,AT3G52370.1","41.5759639755968","1.37338743884731","0.463793917976251","0.000173755493909297","0.00365438664466126","AT3G52370","FLA15","Q9FT45,","824402","FASCICLIN-like arabinogalactan protein 15 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLN6]","FLA15","TAIR Gene Name"
"AT3G52660","AT3G52660.1","20.3431803358742","1.40185689873799","0.845248992400959","0.00296458237679104","0.0338594880580395","AT3G52660","","","824432","At3g52660 [Source:UniProtKB/TrEMBL;Acc:Q9LXJ8]","",""
"AT3G52740","AT3G52740.1","304.721679812928","0.488278938494033","0.174616802385105","0.00135117499648224","0.0187008460574793","AT3G52740","","Q9LXJ1","824440","Protein BIC1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXJ1]","BIC1","UniProtKB Gene Name"
"AT3G52920","AT3G52920.1,AT3G52920.2","185.672474696714","0.70638499179835","0.212873802950407","0.000124990898346213","0.00276823687476643","AT3G52920","","","824458","Transcriptional activator (DUF662) [Source:UniProtKB/TrEMBL;Acc:Q8L9S7]","",""
"AT3G53110","AT3G53110.1","453.376269069729","-0.455469791407315","0.127158136551708","0.000105318008959148","0.00240595841872992","AT3G53110","LOS4","Q93ZG7","824477","DEAD-box ATP-dependent RNA helicase 38 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZG7]","RH38","UniProtKB Gene Name"
"AT3G53235","AT3G53235.1","12.2036670090193","1.68483676292488","1.13847555570863","0.0034776082425825","0.0380427113896227","AT3G53235","","","824490","unknown protein; Ha. [Source:TAIR;Acc:AT3G53235]","",""
"AT3G53280","AT3G53280.1","334.046041505719","0.605476807346698","0.193039894669647","0.000308810491039517","0.0058768472031655","AT3G53280","CYP71B5","O65784","824495","Cytochrome P450 71B5 [Source:UniProtKB/Swiss-Prot;Acc:O65784]","CYP71B5","UniProtKB Gene Name"
"AT3G53650","AT3G53650.1","134.914265671122","0.638596875017377","0.238291901430177","0.00112257002233712","0.0163037643498433","AT3G53650","","Q9LFF6","28719403","Histone H2B.8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFF6]","",""
"AT3G53830","AT3G53830.1,AT3G53830.3,AT3G53830.2,AT3G53830.4","23.8045259186383,23.2760258260173","0.97127967434303,0.904525113005046","0.488187492647703,0.499332883298361","0.00273196416699326,0.00423825076406942","0.0317298436274261,0.0439176379745622","AT3G53830","","","824550","Regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSN7]","",""
"AT3G54040","AT3G54040.1,AT3G54040.2","142.051371771328","0.582409992064475","0.239291947292529","0.00260891574444433","0.0306550999261253","AT3G54040","","","824571","PAR1 protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ94]","",""
"AT3G54050","AT3G54050.1,AT3G54050.2","1039.69462768062,938.595559074564","0.405385964345283,0.450270714005215","0.16554845841973,0.162917004219967","0.00493708181366093,0.00170027201127928","0.0493164524731416,0.0224409005325796","AT3G54050","HCEF1","P25851","824572","Fructose-1,6-bisphosphatase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P25851]","CFBP1","UniProtKB Gene Name"
"AT3G54590","AT3G54590.1,AT3G54590.2,AT3G54590.3","627.15502376567,194.677961894042","1.23606975592271,1.10530125954805","0.506767949052933,0.654794522201776","0.00075368948622719,0.00382566783466","0.0120784496169688,0.0407877641666909","AT3G54590","ATHRGP1",",Q9M1G9","824624","Extensin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G9]","EXT2","UniProtKB Gene Name"
"AT3G54620","AT3G54620.3,AT3G54620.2,AT3G54620.1","359.105761391544,356.474746434975","-0.50865029125849,-0.518473491744728","0.200612715674597,0.204574162021531","0.00255416552675334,0.00246884788683884","0.0301973236702411,0.0294075252305439","AT3G54620","BZIP25,ATBZIP25","Q9M1G6,","824627","Basic leucine zipper 25 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G6]","BZIP25","UniProtKB Gene Name"
"AT3G55020","AT3G55020.1,AT3G55020.2","6.15525971079953","-3.32018026795192","1.13101701100554","0.000184317489517744","0.00384734042597393","AT3G55020","","","824668","Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JF82]","",""
"AT3G55660","AT3G55660.2,AT3G55660.1","53.8350178694329","0.739124868956953","0.34525221468366","0.00313539198658744","0.0352312871948363","AT3G55660","ATROPGEF6",",Q9M056","824732","Rop guanine nucleotide exchange factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9M056]","ROPGEF6","UniProtKB Gene Name"
"AT3G55720","AT3G55720.1","6.71585882319904","1.77478929590592","1.02458898818125","0.00262533114022715","0.0307704356683097","AT3G55720","","","824738","Replication factor C subunit, putative (DUF620) [Source:UniProtKB/TrEMBL;Acc:Q9M050]","",""
"AT3G55850","AT3G55850.1,AT3G55850.5,AT3G55850.4,AT3G55850.2,AT3G55850.3,AT3G55850.6","40.2284644327697,40.3240015398928","0.847670316815561,0.832538794526317","0.35757191342389,0.359810720056965","0.00151558541277516,0.0017864004090178","0.0204879292278969,0.0232258723826376","AT3G55850","LAF3","A0A1I9LN01,","824751","Protein LONG AFTER FAR-RED 3 [Source:UniProtKB/Swiss-Prot;Acc:A0A1I9LN01]","LAF3","TAIR Gene Name"
"AT3G55880","AT3G55880.3,AT3G55880.2,AT3G55880.4","118.199393321762,113.877387052418","-0.806824070893686,-0.765796075788159","0.303196980843372,0.310137870275567","0.000766618130513788,0.00138999000322305","0.012226373244802,0.019104464873844","AT3G55880","SUE4","","824754","Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8L7D8]","SUE4","TAIR Gene Name"
"AT3G55980","AT3G55980.2,AT3G55980.1","618.049336394473","-0.781892270605385","0.223728024441613","5.63799229864546e-05","0.00141167027410938","AT3G55980","SZF1","Q93ZS9,","824764","Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]","SZF1","TAIR Gene Name"
"AT3G56240","AT3G56240.1,AT3G56240.2,AT3G56240.3","3729.75328782936,3739.9580254472","0.366708867271019,0.365360973783635","0.123596959210547,0.12347045052751","0.00129676109206378,0.00132296962808279","0.0181248481392774,0.0183969579924182","AT3G56240","CCH",",O82089","824790","Copper transport protein CCH [Source:UniProtKB/Swiss-Prot;Acc:O82089]","CCH","UniProtKB Gene Name"
"AT3G57090","AT3G57090.1","278.581956282252","-0.474828442996835","0.155290850957561","0.000621057133487095","0.0103450917009545","AT3G57090","BIGYIN","Q9M1J1","824876","Mitochondrial fission 1 protein A [Source:UniProtKB/Swiss-Prot;Acc:Q9M1J1]","FIS1A","UniProtKB Gene Name"
"AT3G57420","AT3G57420.1","136.960195768443","-0.504594996357829","0.201368927898848","0.00288423150837496","0.0331621886289048","AT3G57420","","Q9SCN0","824909","Probable glycosyltransferase STELLO2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCN0]","STL2","UniProtKB Gene Name"
"AT3G57630","AT3G57630.3","3.58919667334972","2.91585171362707","1.64577369491229","0.00260994289714537","0.0306560921574059","AT3G57630","","","824932","At3g57630 [Source:UniProtKB/TrEMBL;Acc:Q6NKR6]","",""
"AT3G58070","AT3G58070.1","27.6312580471493","1.91556240574975","0.568828156596704","3.00297464975411e-05","0.00083496502043163","AT3G58070","GIS","Q84WI0","824976","GIS [Source:UniProtKB/TrEMBL;Acc:A0A178V7D1]","GIS","UniProtKB Gene Name"
"AT3G58790","AT3G58790.2","41.2896374132546","-0.789214230574888","0.37303546437106","0.00301373313347255","0.0342531892711203","AT3G58790","GAUT15",",Q8L4B0","825048","Hexosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNJ3]","GAUT15","UniProtKB Gene Name"
"AT3G59080","AT3G59080.1,AT3G59080.2","88.0540337288338,87.5425685154713","-0.956609882900527,-0.939326363257206","0.268662073156489,0.27306697211724","3.36198754743574e-05,5.32600949712175e-05","0.000921836661148909,0.00134828549723067","AT3G59080","","","825077","AT3g59080/F17J16_130 [Source:UniProtKB/TrEMBL;Acc:Q9LYS8]","",""
"AT3G59250","AT3G59250.1","14.0991065916807","1.98648707420643","0.755872643542173","0.000361532611961687","0.00667551006700551","AT3G59250","","Q9LX46","825094","F-box/LRR-repeat protein At3g59250 [Source:UniProtKB/Swiss-Prot;Acc:Q9LX46]","",""
"AT3G60140","AT3G60140.2,AT3G60140.1,AT3G60140.2,AT3G60140.1","119.578813682373,18.984359660234,15.3113027035208","-4.74561952314641,-4.88185032615602,-5.07464767057651","0.391715344817047,0.73852203190094,0.932266708265792","6.79101567321203e-35,7.91733854232311e-12,1.01614188435509e-08","7.58190780623072e-32,9.8215599660921e-10,6.84904797656182e-07","AT3G60140","DIN2","Q9M1C9,","825184","Beta-glucosidase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1C9]","BGLU30","UniProtKB Gene Name"
"AT3G60415","AT3G60415.1","120.070968862312","-1.65601428048547","0.431653325213395","6.61839430239602e-06","0.000226911909224352","AT3G60415","","","28719419","At3g60420 [Source:UniProtKB/TrEMBL;Acc:Q9M217]","",""
"AT3G60966","AT3G60966.1","10.8145770224703","-2.66482054723929","0.839783580546091","6.19508206104659e-05","0.00153352054065998","AT3G60966","","","3769752","RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1G3N1]","",""
