Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
AT5G06125,Chr5,1853302,1853381,-,80,0,0
AT5G06130,Chr5,1853432,1855888,-,2457,1367,1336
AT5G06140,Chr5,1856008,1858785,-,2778,802,817
AT5G06150,Chr5,1859279,1861649,-,2371,524,531
AT5G06160,Chr5,1862369,1866433,-,4065,468,460
AT5G06165,Chr5,1867197,1868244,-,1048,3,3
AT5G06170,Chr5,1869791,1871719,+,1929,0,1
AT5G06180,Chr5,1873162,1876059,+,2898,159,110
AT5G06190,Chr5,1875789,1876782,-,994,49,24
AT5G06200,Chr5,1877333,1878116,+,784,99,83
AT5G06210,Chr5,1878471,1879740,+,1270,239,243
AT5G06220,Chr5,1879937,1885643,+,5707,926,1027
AT5G06230,Chr5,1884928,1887121,-,2194,488,535
AT5G06240,Chr5,1888311,1889698,+,1388,194,214
AT5G06250,Chr5,1892714,1894124,-,1411,50,40
AT5G06260,Chr5,1902599,1905101,-,2503,363,414
AT5G06265,Chr5,1905287,1908167,+,2881,238,249
AT5G06270,Chr5,1912550,1913674,+,1125,358,364
AT5G06280,Chr5,1917641,1918896,-,1256,466,462
AT5G06290,Chr5,1919213,1921425,+,2213,4539,4301
AT5G06300,Chr5,1921744,1925370,-,3627,319,331
AT5G06310,Chr5,1928391,1930951,+,2561,72,66
AT5G06320,Chr5,1930793,1931768,-,976,410,484
AT5G06330,Chr5,1934739,1935644,-,906,86,83
AT5G06340,Chr5,1936366,1938114,+,1749,1293,1281
AT5G06350,Chr5,1938781,1944357,+,5577,296,262
AT5G06360,Chr5,1944768,1946743,+,1976,1640,1621
AT5G06370,Chr5,1947139,1948612,-,1474,603,586
AT5G06380,Chr5,1949315,1950282,+,968,2,2
AT5G06390,Chr5,1952851,1955788,+,2938,783,779
AT5G06400,Chr5,1955959,1959051,+,3093,21,26
AT5G06410,Chr5,1959536,1961158,-,1623,203,200
AT5G06420,Chr5,1960681,1963040,+,2360,127,120
AT5G06430,Chr5,1963072,1964314,-,1243,69,64
AT5G06440,Chr5,1964468,1967335,-,2868,358,328
AT5G06450,Chr5,1967723,1969223,-,1501,135,157
AT5G06460,Chr5,1970029,1974527,+,4499,855,926
AT5G06470,Chr5,1974659,1975378,-,720,9,12
AT5G06480,Chr5,1976086,1977290,-,1205,15,19
AT5G06490,Chr5,1977996,1978589,-,594,1,2
AT5G06500,Chr5,1982444,1983172,+,729,0,0
AT5G06510,Chr5,1984991,1987044,+,2054,19,12
AT5G06520,Chr5,1987250,1989372,-,2123,1,7
AT5G06530,Chr5,1989747,1994912,-,5166,342,330
AT5G06540,Chr5,1999181,2001049,-,1869,33,38
AT5G06550,Chr5,2001134,2003075,-,1942,303,323
AT5G06560,Chr5,2003304,2006188,-,2885,266,274
AT5G06570,Chr5,2007600,2011041,-,3442,29,39
AT5G06580,Chr5,2011288,2016539,-,5252,246,253
AT5G06590,Chr5,2016645,2018835,+,2191,137,109
AT5G06600,Chr5,2019107,2027945,-,8839,1268,1359
AT5G06610,Chr5,2029897,2033723,+,3827,80,89
AT5G06620,Chr5,2033760,2036143,+,2384,91,53
AT5G06630,Chr5,2036361,2037843,-,1483,612,350
AT5G06640,Chr5,2039859,2041928,-,2070,1624,1009
AT5G06650,Chr5,2043486,2044061,+,576,5,7
AT5G06660,Chr5,2046810,2047794,+,985,515,551
AT5G06670,Chr5,2048243,2055019,-,6777,130,156
AT5G06680,Chr5,2056587,2059787,+,3201,196,211
AT5G06685,Chr5,2060153,2060234,-,82,0,0
AT5G06690,Chr5,2060501,2061956,-,1456,131,117
AT5G06700,Chr5,2063487,2066039,+,2553,1258,1225
AT5G06710,Chr5,2068065,2070361,-,2297,111,107
AT5G06720,Chr5,2077420,2079005,-,1586,77,59
AT5G06730,Chr5,2079955,2081684,-,1730,16,25
AT5G06740,Chr5,2084094,2086052,+,1959,26,26
AT5G06750,Chr5,2086266,2088997,-,2732,133,134
AT5G06755,Chr5,2088847,2089287,-,441,3,0
AT5G06760,Chr5,2089492,2090430,-,939,21,9
AT5G06770,Chr5,2090703,2092950,-,2248,234,215
AT5G06780,Chr5,2093883,2097129,-,3247,350,371
AT5G06790,Chr5,2097669,2098740,-,1072,34,38
AT5G06800,Chr5,2103160,2105898,+,2739,101,111
AT5G06810,Chr5,2108493,2112256,+,3764,195,195
AT5G06820,Chr5,2112869,2116754,+,3886,21,27
AT5G06830,Chr5,2116783,2119629,-,2847,305,280
AT5G06839,Chr5,2120527,2126456,+,5930,112,134
AT5G06850,Chr5,2126975,2130443,-,3469,130,139
AT5G06860,Chr5,2132350,2133587,+,1238,2272,2167
AT5G06865,Chr5,2132197,2133746,-,1550,2272,2168
AT5G06870,Chr5,2133918,2135166,+,1249,402,375
AT5G06890,Chr5,2135743,2135943,+,201,1,0
AT5G06900,Chr5,2136160,2137925,-,1766,2,0
AT5G06905,Chr5,2138438,2140078,-,1641,0,0
AT5G06910,Chr5,2140453,2142679,+,2227,326,345
AT5G06920,Chr5,2142858,2143919,+,1062,0,0
AT5G06930,Chr5,2144999,2148039,+,3041,195,190
AT5G06940,Chr5,2148078,2150771,-,2694,123,116
AT5G06950,Chr5,2151025,2154553,+,3529,135,157
AT5G06960,Chr5,2154780,2157646,+,2867,260,258
AT5G06970,Chr5,2158228,2166398,-,8171,949,939
AT5G06980,Chr5,2167468,2169391,+,1924,601,553
AT5G06990,Chr5,2169602,2170606,+,1005,67,57
AT5G07000,Chr5,2171403,2172939,-,1537,164,142
AT5G07010,Chr5,2174678,2176106,-,1429,85,92
AT5G07020,Chr5,2180502,2182418,-,1917,3672,3774
AT5G07030,Chr5,2183360,2185972,-,2613,1671,1727
AT5G07040,Chr5,2190344,2190823,+,480,17,21
AT5G07050,Chr5,2191385,2193416,-,2032,1,0
AT5G07060,Chr5,2193966,2195963,-,1998,23,24
AT5G07070,Chr5,2196434,2198114,-,1681,54,56
AT5G07080,Chr5,2200332,2202110,+,1779,178,152
AT5G07090,Chr5,2202380,2204078,+,1699,9170,9014
AT5G07100,Chr5,2204248,2205811,+,1564,152,141
AT5G07110,Chr5,2206000,2206928,+,929,437,477
AT5G07120,Chr5,2206894,2209516,-,2623,240,280
AT5G07130,Chr5,2210567,2212620,+,2054,81,88
AT5G07135,Chr5,2212678,2212748,-,71,0,0
AT5G07140,Chr5,2212826,2215530,+,2705,131,122
AT5G07150,Chr5,2215820,2217983,+,2164,196,183
AT5G07152,Chr5,2216873,2217812,-,940,104,88
AT5G07160,Chr5,2219971,2220709,-,739,0,0
AT5G07170,Chr5,2222767,2225098,+,2332,0,0
AT5G07180,Chr5,2227571,2233417,-,5847,367,388
AT5G07190,Chr5,2237507,2238671,+,1165,75,84
AT5G07200,Chr5,2243553,2245339,-,1787,6,2
AT5G07210,Chr5,2252237,2256018,+,3782,0,0
AT5G07220,Chr5,2265256,2266967,-,1712,554,563
AT5G07225,Chr5,2268642,2270227,-,1586,0,0
AT5G07230,Chr5,2270965,2271610,+,646,0,0
AT5G07240,Chr5,2271919,2274288,+,2370,736,698
AT5G07250,Chr5,2274260,2275990,-,1731,159,142
AT5G07260,Chr5,2277813,2280281,+,2469,0,0
AT5G07270,Chr5,2280667,2283593,+,2927,472,498
AT5G07280,Chr5,2285040,2288686,+,3647,112,130
AT5G07290,Chr5,2293353,2298976,+,5624,511,480
AT5G07300,Chr5,2299887,2303268,+,3382,700,669
AT5G07310,Chr5,2305684,2306660,+,977,10,4
AT5G07315,Chr5,2309512,2309548,-,37,0,0
AT5G07320,Chr5,2309911,2312287,+,2377,267,249
AT5G07322,Chr5,2313119,2313563,-,445,42,35
AT5G07330,Chr5,2315980,2316874,+,895,2,4
AT5G07340,Chr5,2317213,2319649,+,2437,794,736
AT5G07350,Chr5,2320021,2325419,-,5399,2366,2298
AT5G07360,Chr5,2326704,2330142,-,3439,272,284
AT5G07370,Chr5,2330385,2332281,+,1897,711,754
AT5G07380,Chr5,2332476,2336063,+,3588,22,13
AT5G07390,Chr5,2335895,2339913,-,4019,25,14
AT5G07400,Chr5,2340642,2345458,+,4817,78,80
AT5G07410,Chr5,2345758,2347497,+,1740,0,0
AT5G07420,Chr5,2349455,2351509,+,2055,0,0
AT5G07430,Chr5,2352439,2354202,+,1764,0,3
AT5G07440,Chr5,2355937,2358194,+,2258,4953,4879
AT5G07450,Chr5,2358352,2359308,-,957,6,10
AT5G07460,Chr5,2360634,2362013,-,1380,700,731
AT5G07470,Chr5,2362570,2364374,-,1805,1141,1174
AT5G07475,Chr5,2364745,2365605,-,861,77,78
AT5G07480,Chr5,2367167,2369554,+,2388,0,1
AT5G07490,Chr5,2370136,2371326,+,1191,0,0
AT5G07500,Chr5,2372619,2373655,+,1037,0,0
AT5G07510,Chr5,2377710,2378829,-,1120,1,3
AT5G07520,Chr5,2379924,2381317,-,1394,1,5
AT5G07530,Chr5,2382468,2384521,-,2054,0,0
AT5G07540,Chr5,2386013,2387249,-,1237,0,0
AT5G07550,Chr5,2388310,2389249,-,940,5,4
AT5G07560,Chr5,2390207,2391075,-,869,15,20
AT5G07570,Chr5,2391722,2396329,+,4608,25,24
AT5G07571,Chr5,2396432,2397423,-,992,18,18
AT5G07572,Chr5,2396708,2397548,+,841,18,18
AT5G07580,Chr5,2399504,2400601,+,1098,664,636
AT5G07590,Chr5,2401581,2403877,-,2297,504,445
AT5G07600,Chr5,2404574,2405521,-,948,3,0
AT5G07610,Chr5,2406068,2407330,+,1263,168,168
AT5G07620,Chr5,2407401,2409066,-,1666,12,20
AT5G07625,Chr5,2411148,2411231,+,84,0,0
AT5G07630,Chr5,2410703,2414711,+,4009,315,286
AT5G07640,Chr5,2414847,2416277,+,1431,16,24
AT5G07650,Chr5,2416375,2421814,-,5440,3,5
AT5G07660,Chr5,2422839,2429912,+,7074,38,40
AT5G07670,Chr5,2430146,2432196,+,2051,288,254
AT5G07675,Chr5,2432263,2432335,-,73,0,0
AT5G07680,Chr5,2435875,2437499,+,1625,88,88
AT5G07690,Chr5,2446764,2448543,+,1780,199,222
AT5G07700,Chr5,2450325,2451578,+,1254,21,19
AT5G07710,Chr5,2453135,2455546,+,2412,116,123
AT5G07720,Chr5,2455634,2457316,+,1683,54,45
AT5G07730,Chr5,2457347,2458430,-,1084,62,85
AT5G07740,Chr5,2458577,2466813,-,8237,636,636
AT5G07760,Chr5,2468239,2473657,+,5419,6,1
AT5G07770,Chr5,2474642,2479402,+,4761,205,242
AT5G07780,Chr5,2479514,2482850,+,3337,5,6
AT5G07790,Chr5,2483311,2486361,+,3051,103,118
AT5G07800,Chr5,2486576,2489296,-,2721,64,75
AT5G07810,Chr5,2491283,2498484,-,7202,148,167
AT5G07820,Chr5,2498749,2501209,-,2461,105,103
AT5G07830,Chr5,2503323,2506688,+,3366,461,514
AT5G07840,Chr5,2506656,2508373,-,1718,416,402
AT5G07842,Chr5,2506634,2508435,-,1802,427,414
AT5G07850,Chr5,2508917,2510503,+,1587,0,1
AT5G07860,Chr5,2511442,2513095,+,1654,364,358
AT5G07870,Chr5,2513794,2515418,+,1625,332,383
AT5G07880,Chr5,2515587,2516694,-,1108,7,9
AT5G07890,Chr5,2517381,2520038,-,2658,147,139
AT5G07900,Chr5,2520169,2521546,+,1378,309,279
AT5G07910,Chr5,2521534,2524201,-,2668,167,142
AT5G07920,Chr5,2524778,2529330,-,4553,299,278
AT5G07930,Chr5,2530834,2532742,+,1909,3,0
AT5G07940,Chr5,2533724,2540421,+,6698,594,602
AT5G07950,Chr5,2540284,2542136,-,1853,123,129
AT5G07960,Chr5,2542246,2543459,+,1214,659,625
AT5G07970,Chr5,2543868,2548723,-,4856,526,522
AT5G07980,Chr5,2549166,2555519,-,6354,504,456
AT5G07990,Chr5,2560394,2563109,+,2716,211,243
AT5G08000,Chr5,2563554,2565491,+,1938,584,544
AT5G08010,Chr5,2569606,2571734,+,2129,188,185
AT5G08020,Chr5,2572107,2574879,+,2773,110,119
AT5G08030,Chr5,2575033,2576783,-,1751,203,182
AT5G08040,Chr5,2577202,2578119,-,918,1076,1110
AT5G08050,Chr5,2578345,2579163,+,819,2690,2773
AT5G08055,Chr5,2579401,2579802,+,402,2,0
AT5G08060,Chr5,2580449,2582564,+,2116,3716,3777
AT5G08070,Chr5,2584885,2585613,+,729,36,39
AT5G08075,Chr5,2587826,2587898,-,73,0,0
AT5G08080,Chr5,2588342,2591316,+,2975,534,551
AT5G08090,Chr5,2591711,2592899,+,1189,0,0
AT5G08100,Chr5,2593050,2594651,-,1602,431,413
AT5G08110,Chr5,2594722,2600114,-,5393,124,84
AT5G08120,Chr5,2600474,2602927,-,2454,220,233
AT5G08130,Chr5,2606200,2610250,-,4051,793,831
AT5G08139,Chr5,2616345,2617881,+,1537,93,87
AT5G08141,Chr5,2619142,2619555,+,414,0,0
AT5G08150,Chr5,2622030,2622720,-,691,6,6
AT5G08160,Chr5,2625559,2628110,-,2552,856,922
AT5G08170,Chr5,2628325,2631098,-,2774,361,366
AT5G08180,Chr5,2631516,2633850,-,2335,1656,1625
AT5G08185,Chr5,2634101,2635438,-,1338,83,80
AT5G08190,Chr5,2635902,2637433,+,1532,275,283
AT5G08200,Chr5,2638036,2640824,+,2789,226,250
AT5G08210,Chr5,2641426,2641674,-,249,48,52
AT5G08220,Chr5,2642280,2642991,-,712,40,40
AT5G08230,Chr5,2641394,2649788,-,8395,237,213
AT5G08240,Chr5,2650837,2652398,-,1562,109,106
AT5G08250,Chr5,2653579,2655732,-,2154,7,4
AT5G08260,Chr5,2657151,2661416,+,4266,648,620
AT5G08270,Chr5,2661658,2663627,+,1970,469,472
AT5G08280,Chr5,2663499,2665792,-,2294,4352,4455
AT5G08290,Chr5,2665976,2667155,+,1180,2233,2151
AT5G08300,Chr5,2667412,2669923,+,2512,1418,1515
AT5G08305,Chr5,2670134,2671765,-,1632,26,33
AT5G08310,Chr5,2672756,2675254,-,2499,46,22
AT5G08315,Chr5,2676177,2676580,-,404,0,0
AT5G08320,Chr5,2677052,2678678,+,1627,132,159
AT5G08330,Chr5,2680744,2681813,+,1070,984,1033
AT5G08335,Chr5,2682229,2683712,+,1484,92,118
AT5G08340,Chr5,2683832,2685997,+,2166,139,134
AT5G08350,Chr5,2686245,2687251,-,1007,188,201
AT5G08360,Chr5,2689713,2690974,+,1262,63,67
AT5G08370,Chr5,2690879,2693550,-,2672,262,256
AT5G08380,Chr5,2694677,2697724,-,3048,320,363
AT5G08390,Chr5,2701013,2707273,+,6261,513,470
AT5G08391,Chr5,2699301,2699784,+,484,24,23
AT5G08400,Chr5,2706458,2708946,-,2489,511,453
AT5G08410,Chr5,2709848,2710583,-,736,500,471
AT5G08415,Chr5,2710817,2713132,-,2316,249,233
AT5G08420,Chr5,2713413,2716179,+,2767,1346,1445
AT5G08430,Chr5,2716700,2720212,+,3513,422,434
AT5G08440,Chr5,2720669,2727167,+,6499,231,223
AT5G08450,Chr5,2727821,2732893,-,5073,2808,3054
AT5G08460,Chr5,2733220,2735455,+,2236,1,3
AT5G08470,Chr5,2735925,2743056,+,7132,346,365
AT5G08480,Chr5,2743620,2745111,+,1492,37,39
AT5G08490,Chr5,2745208,2747757,-,2550,26,11
AT5G08500,Chr5,2748193,2751771,+,3579,317,309
AT5G08505,Chr5,2752025,2752356,-,332,0,0
AT5G08510,Chr5,2753099,2755116,+,2018,82,61
AT5G08520,Chr5,2755175,2758362,-,3188,898,964
AT5G08530,Chr5,2759317,2761875,-,2559,3214,3135
AT5G08535,Chr5,2762029,2763436,+,1408,96,115
AT5G08540,Chr5,2763823,2765734,+,1912,1155,1160
AT5G08550,Chr5,2765642,2770282,-,4641,394,363
AT5G08560,Chr5,2770874,2774672,-,3799,1106,1079
AT5G08565,Chr5,2775897,2777446,+,1550,99,81
AT5G08570,Chr5,2778000,2780441,+,2442,2408,2418
AT5G08580,Chr5,2780512,2783066,-,2555,324,286
AT5G08590,Chr5,2783331,2786094,+,2764,1092,1076
AT5G08600,Chr5,2786187,2790241,+,4055,75,85
AT5G08610,Chr5,2790295,2794215,+,3921,1487,1724
AT5G08620,Chr5,2794457,2797660,+,3204,623,625
AT5G08630,Chr5,2798281,2803171,-,4891,327,295
AT5G08640,Chr5,2803957,2805606,+,1650,1313,1408
AT5G08650,Chr5,2806323,2813264,-,6942,1580,1449
AT5G08660,Chr5,2814087,2818019,+,3933,252,246
AT5G08670,Chr5,2818117,2821176,-,3060,8803,8555
AT5G08680,Chr5,2821928,2824966,+,3039,5679,5697
AT5G08690,Chr5,2825713,2828662,+,2950,7018,7158
AT5G08695,Chr5,2829193,2834695,+,5503,0,0
AT5G08710,Chr5,2834743,2838090,-,3348,288,249
AT5G08712,Chr5,2838650,2838757,+,108,0,0
AT5G08717,Chr5,2840628,2840728,+,101,0,0
AT5G08720,Chr5,2841418,2845381,-,3964,327,343
AT5G08730,Chr5,2845824,2847415,-,1592,4,2
AT5G08740,Chr5,2848506,2851428,-,2923,527,559
AT5G08750,Chr5,2851979,2854513,+,2535,249,250
AT5G08760,Chr5,2854940,2855617,+,678,275,258
AT5G08770,Chr5,2855638,2856540,-,903,138,122
AT5G08780,Chr5,2856740,2859006,+,2267,228,241
AT5G08790,Chr5,2858849,2860262,-,1414,1619,1588
AT5G09210,Chr5,2862610,2865359,-,2750,3,1
AT5G09220,Chr5,2866252,2869054,+,2803,2297,2331
AT5G09225,Chr5,2869362,2871190,-,1829,387,387
AT5G09230,Chr5,2871377,2873789,+,2413,204,233
AT5G09240,Chr5,2873660,2874849,-,1190,107,90
AT5G09250,Chr5,2875232,2876575,-,1344,238,211
AT5G09260,Chr5,2876753,2878700,+,1948,161,140
AT5G09270,Chr5,2878884,2880816,+,1933,138,131
AT5G09280,Chr5,2880423,2881597,-,1175,27,21
AT5G09290,Chr5,2882427,2884229,+,1803,24,20
AT5G09300,Chr5,2884179,2886863,-,2685,98,117
AT5G09310,Chr5,2887192,2888538,-,1347,535,516
AT5G09320,Chr5,2888655,2892016,-,3362,95,102
AT5G09330,Chr5,2892365,2895422,-,3058,3014,2825
AT5G09340,Chr5,2896675,2896914,-,240,0,0
AT5G09345,Chr5,2898867,2898950,-,84,0,0
AT5G09350,Chr5,2899123,2906146,-,7024,120,136
AT5G09360,Chr5,2906426,2908658,-,2233,2,1
AT5G09370,Chr5,2909363,2910545,-,1183,0,0
AT5G09380,Chr5,2911313,2913136,-,1824,63,76
AT5G09390,Chr5,2913534,2915923,+,2390,380,370
AT5G09400,Chr5,2916216,2920759,+,4544,604,593
AT5G09410,Chr5,2920827,2927420,+,6594,621,598
AT5G09420,Chr5,2928316,2931949,+,3634,303,286
AT5G09430,Chr5,2932162,2933362,+,1201,4,9
AT5G09440,Chr5,2938347,2939461,+,1115,541,537
AT5G09443,Chr5,2940525,2941094,-,570,61,67
AT5G09445,Chr5,2940676,2941251,+,576,62,67
AT5G09450,Chr5,2941798,2943668,+,1871,176,175
AT5G09460,Chr5,2943738,2946839,-,3102,1181,1134
AT5G09461,Chr5,2943738,2946839,-,3102,1181,1134
AT5G09462,Chr5,2943738,2946839,-,3102,1181,1134
AT5G09463,Chr5,2943738,2946839,-,3102,1181,1134
AT5G09470,Chr5,2949241,2950513,-,1273,104,84
AT5G09480,Chr5,2950914,2951693,-,780,186,171
AT5G09490,Chr5,2952216,2953245,-,1030,0,0
AT5G09500,Chr5,2953913,2954918,-,1006,5,15
AT5G09510,Chr5,2955113,2956673,-,1561,6114,6413
AT5G09520,Chr5,2958292,2958856,-,565,105,93
AT5G09530,Chr5,2959734,2961271,-,1538,779,785
AT5G09540,Chr5,2962216,2963264,-,1049,27,33
AT5G09550,Chr5,2963777,2966727,+,2951,0,2
AT5G09560,Chr5,2967170,2969655,+,2486,0,1
AT5G09570,Chr5,2970669,2972181,+,1513,335,314
AT5G09580,Chr5,2972639,2974776,+,2138,95,87
AT5G09585,Chr5,2974555,2975306,+,752,43,43
AT5G09590,Chr5,2975548,2978750,+,3203,1415,1510
AT5G09600,Chr5,2978942,2980844,+,1903,245,236
AT5G09610,Chr5,2981156,2982709,+,1554,0,2
AT5G09620,Chr5,2983449,2985435,-,1987,899,833
AT5G09630,Chr5,2985856,2987652,-,1797,79,88
AT5G09640,Chr5,2988314,2991156,+,2843,3,1
AT5G09650,Chr5,2991149,2993213,-,2065,2813,2765
AT5G09655,Chr5,2993327,2993400,+,74,0,0
AT5G09660,Chr5,2993444,2995675,-,2232,8063,8080
AT5G09670,Chr5,2995912,2998932,-,3021,977,1000
AT5G09672,Chr5,2995910,2998932,-,3023,977,1000
AT5G09680,Chr5,2999202,3000601,-,1400,235,232
AT5G09690,Chr5,3000809,3003500,-,2692,57,57
AT5G09700,Chr5,3003720,3005587,-,1868,0,2
AT5G09710,Chr5,3007909,3010988,-,3080,7,10
AT5G09711,Chr5,3011010,3011147,-,138,1,0
AT5G09720,Chr5,3011735,3014399,-,2665,7,5
AT5G09730,Chr5,3015247,3018262,-,3016,6,13
AT5G09740,Chr5,3021952,3024756,-,2805,166,179
AT5G09750,Chr5,3026401,3027075,-,675,3,4
AT5G09755,Chr5,3030817,3030889,-,73,0,0
AT5G09760,Chr5,3032375,3034543,+,2169,286,285
AT5G09770,Chr5,3035040,3036561,-,1522,741,714
AT5G09780,Chr5,3036956,3038484,-,1529,0,0
AT5G09790,Chr5,3038978,3041044,-,2067,91,97
AT5G09800,Chr5,3043012,3044413,-,1402,45,46
AT5G09805,Chr5,3047218,3047517,+,300,21,25
AT5G09810,Chr5,3052097,3054614,+,2518,5441,5720
AT5G09820,Chr5,3055779,3057447,-,1669,97,99
AT5G09830,Chr5,3057646,3058821,-,1176,247,240
AT5G09840,Chr5,3058997,3061970,+,2974,206,203
AT5G09850,Chr5,3063251,3065889,-,2639,789,812
AT5G09860,Chr5,3066562,3070933,+,4372,405,429
AT5G09870,Chr5,3073356,3078262,+,4907,1257,1279
AT5G09876,Chr5,3079987,3080435,+,449,0,2
AT5G09880,Chr5,3081442,3085264,-,3823,1032,986
AT5G09890,Chr5,3085545,3089010,-,3466,396,429
AT5G09900,Chr5,3089278,3092595,-,3318,1928,2034
AT5G09910,Chr5,3093272,3095156,+,1885,13,6
AT5G09920,Chr5,3096183,3097575,+,1393,421,387
AT5G09930,Chr5,3097643,3100241,-,2599,5,5
AT5G09940,Chr5,3101192,3101833,+,642,0,0
AT5G09950,Chr5,3102877,3105864,-,2988,6,8
AT5G09960,Chr5,3106320,3107829,+,1510,218,243
AT5G09970,Chr5,3111945,3114239,+,2295,30,36
AT5G09975,Chr5,3118377,3118457,+,81,0,0
AT5G09976,Chr5,3119104,3119573,+,470,0,0
AT5G09978,Chr5,3120713,3121864,+,1152,13,18
AT5G09980,Chr5,3122731,3123964,+,1234,23,37
AT5G09990,Chr5,3124568,3125076,+,509,26,29
AT5G09995,Chr5,3125038,3126378,-,1341,451,449
AT5G10000,Chr5,3126709,3127155,+,447,0,0
AT5G10010,Chr5,3127906,3131727,+,3822,1102,1116
AT5G10020,Chr5,3133261,3137242,+,3982,695,707
AT5G10030,Chr5,3137310,3144269,-,6960,301,296
AT5G10040,Chr5,3143723,3144157,+,435,13,15
AT5G10050,Chr5,3144200,3145730,+,1531,292,325
AT5G10060,Chr5,3145749,3148379,-,2631,1006,931
AT5G10070,Chr5,3148522,3150434,-,1913,194,200
AT5G10080,Chr5,3150843,3153380,+,2538,150,122
AT5G10090,Chr5,3153722,3155745,-,2024,2,6
AT5G10100,Chr5,3157980,3161708,+,3729,80,79
AT5G10110,Chr5,3166439,3168297,-,1859,200,224
AT5G10120,Chr5,3169732,3171147,+,1416,4,5
AT5G10130,Chr5,3171299,3172528,-,1230,353,337
AT5G10140,Chr5,3173497,3179448,-,5952,58,68
AT5G10150,Chr5,3181983,3183865,-,1883,123,118
AT5G10160,Chr5,3185746,3187312,+,1567,791,842
AT5G10170,Chr5,3187277,3190251,-,2975,663,640
AT5G10180,Chr5,3193144,3197120,+,3977,890,877
AT5G10190,Chr5,3199133,3201363,+,2231,239,233
AT5G10200,Chr5,3201518,3204709,+,3192,191,179
AT5G10210,Chr5,3206140,3207136,+,997,18,17
AT5G10220,Chr5,3206868,3208825,-,1958,0,2
AT5G10230,Chr5,3209540,3211423,-,1884,32,41
AT5G10235,Chr5,3212351,3212423,-,73,0,0
AT5G10240,Chr5,3212688,3216466,-,3779,570,554
AT5G10250,Chr5,3217028,3219368,-,2341,22,15
AT5G10260,Chr5,3219991,3221515,+,1525,25,36
AT5G10270,Chr5,3221607,3224765,-,3159,322,294
AT5G10278,Chr5,3228241,3232723,+,4483,15,20
AT5G10280,Chr5,3232569,3234210,+,1642,124,137
AT5G10290,Chr5,3235295,3238719,-,3425,496,442
AT5G10300,Chr5,3239617,3240870,+,1254,131,113
AT5G10310,Chr5,3241518,3242266,-,749,87,69
AT5G10320,Chr5,3243956,3246721,-,2766,100,74
AT5G10330,Chr5,3247847,3250138,-,2292,257,237
AT5G10336,Chr5,3251943,3252065,-,123,0,2
AT5G10340,Chr5,3253122,3255045,+,1924,10,5
AT5G10350,Chr5,3255305,3257807,-,2503,1376,1399
AT5G10360,Chr5,3258474,3260234,-,1761,12452,12562
AT5G10370,Chr5,3261245,3267344,+,6100,198,222
AT5G10380,Chr5,3267635,3268813,+,1179,130,127
AT5G10390,Chr5,3268847,3269550,-,704,447,474
AT5G10400,Chr5,3270289,3270952,-,664,671,740
AT5G10410,Chr5,3271915,3273395,+,1481,23,21
AT5G10420,Chr5,3273553,3276490,-,2938,1,0
AT5G10430,Chr5,3277532,3278313,-,782,1222,1183
AT5G10440,Chr5,3280516,3282411,-,1896,25,33
AT5G10450,Chr5,3283853,3286347,-,2495,9019,9202
AT5G10455,Chr5,3287553,3287634,-,82,0,0
AT5G10460,Chr5,3287781,3289948,+,2168,284,285
AT5G10470,Chr5,3289925,3297390,-,7466,813,812
AT5G10480,Chr5,3297804,3300151,-,2348,2316,2239
AT5G10490,Chr5,3300225,3304761,-,4537,706,727
AT5G10500,Chr5,3305331,3308109,+,2779,0,0
AT5G10504,Chr5,3311395,3311496,-,102,0,0
AT5G10510,Chr5,3315529,3320202,+,4674,293,269
AT5G10520,Chr5,3320370,3322910,-,2541,88,95
AT5G10525,Chr5,3324702,3324774,+,73,0,0
AT5G10530,Chr5,3324978,3326933,-,1956,84,87
AT5G10540,Chr5,3328065,3334971,+,6907,2766,2699
AT5G10550,Chr5,3332855,3335232,-,2378,1253,1207
AT5G10560,Chr5,3336255,3339366,-,3112,516,571
AT5G10570,Chr5,3341357,3342992,+,1636,7,7
AT5G10572,Chr5,3343593,3343725,+,133,41,44
AT5G10580,Chr5,3347421,3350071,+,2651,213,198
AT5G10590,Chr5,3349134,3349468,-,335,1,1
AT5G10600,Chr5,3351037,3352879,+,1843,90,110
AT5G10605,Chr5,3352898,3353392,-,495,8,16
AT5G10610,Chr5,3353507,3355124,+,1618,262,236
AT5G10620,Chr5,3355320,3356615,-,1296,72,69
AT5G10625,Chr5,3358787,3359781,+,995,67,55
AT5G10630,Chr5,3360117,3364619,+,4503,287,249
AT5G10650,Chr5,3364972,3368127,-,3156,180,193
AT5G10660,Chr5,3370518,3372348,+,1831,3,7
AT5G10680,Chr5,3373584,3374309,+,726,36,17
AT5G10690,Chr5,3374393,3377451,-,3059,721,784
AT5G10695,Chr5,3377663,3378221,+,559,114,87
AT5G10700,Chr5,3378053,3378867,-,815,138,146
AT5G10710,Chr5,3379007,3382958,+,3952,236,228
AT5G10720,Chr5,3385901,3390686,+,4786,88,74
AT5G10730,Chr5,3390614,3393178,-,2565,442,449
AT5G10740,Chr5,3393569,3396200,-,2632,193,221
AT5G10745,Chr5,3396475,3398063,+,1589,233,246
AT5G10750,Chr5,3398951,3400156,+,1206,343,334
AT5G10760,Chr5,3400342,3402207,-,1866,127,123
